item,token,tag,patent,partition,trainingTest
922,the,O,8,1,training
923,FMC,B-HARDWARE,8,1,training
924,connector,I-HARDWARE,8,1,training
925,with,O,8,1,training
926,power,O,8,1,training
927,from,O,8,1,training
928,dedicated,O,8,1,training
929,power,O,8,1,training
930,supply,O,8,1,training
931,contacts,O,8,1,training
932,of,O,8,1,training
933,the,O,8,1,training
934,integrated,O,8,1,training
935,power,O,8,1,training
936,supply,O,8,1,training
937,and,O,8,1,training
938,communication,B-HARDWARE,8,1,training
939,connector,I-HARDWARE,8,1,training
940,",",O,8,1,training
941,and,O,8,1,training
942,a,O,8,1,training
943,communication,B-HARDWARE,8,1,training
944,circuit,I-HARDWARE,8,1,training
945,connects,B-FUNCIONALIDADE,8,1,training
946,the,I-FUNCIONALIDADE,8,1,training
947,SMARC,I-FUNCIONALIDADE,8,1,training
948,connector,I-FUNCIONALIDADE,8,1,training
949,to,O,8,1,training
950,dedicated,O,8,1,training
951,communication,O,8,1,training
952,contacts,O,8,1,training
953,of,O,8,1,training
954,the,O,8,1,training
955,integrated,B-HARDWARE,8,1,training
956,power,I-HARDWARE,8,1,training
957,supply,I-HARDWARE,8,1,training
958,and,O,8,1,training
959,communication,B-HARDWARE,8,1,training
960,connector,I-HARDWARE,8,1,training
961,.,O,8,1,training
962,In,O,8,1,training
963,addition,O,8,1,training
964,",",O,8,1,training
965,signal,O,8,1,training
966,lines,O,8,1,training
967,are,O,8,1,training
968,provided,O,8,1,training
969,on,O,8,1,training
970,the,O,8,1,training
971,printed,B-HARDWARE,8,1,training
972,circuit,I-HARDWARE,8,1,training
973,board,I-HARDWARE,8,1,training
974,in,O,8,1,training
975,order,O,8,1,training
976,to,O,8,1,training
977,connect,B-FUNCIONALIDADE,8,1,training
978,dedicated,I-FUNCIONALIDADE,8,1,training
979,input,I-FUNCIONALIDADE,8,1,training
980,/,I-FUNCIONALIDADE,8,1,training
981,output,I-FUNCIONALIDADE,8,1,training
982,contacts,I-FUNCIONALIDADE,8,1,training
983,of,O,8,1,training
984,the,O,8,1,training
985,SMARC,B-HARDWARE,8,1,training
986,connector,I-HARDWARE,8,1,training
987,to,O,8,1,training
988,corresponding,O,8,1,training
989,dedicated,O,8,1,training
990,input,O,8,1,training
991,/,O,8,1,training
992,output,O,8,1,training
993,contacts,O,8,1,training
994,of,O,8,1,training
995,the,O,8,1,training
996,FMC,B-HARDWARE,8,1,training
997,connector,I-HARDWARE,8,1,training
998,.,O,8,1,training
999,A,O,9,1,training
1000,display,B-HARDWARE,9,1,training
1001,device,I-HARDWARE,9,1,training
1002,is,O,9,1,training
1003,provided,O,9,1,training
1004,.,O,9,1,training
1005,The,O,9,1,training
1006,display,B-HARDWARE,9,1,training
1007,device,I-HARDWARE,9,1,training
1008,includes,O,9,1,training
1009,a,O,9,1,training
1010,plurality,O,9,1,training
1011,of,O,9,1,training
1012,diffractive,O,9,1,training
1013,optical,O,9,1,training
1014,elements,O,9,1,training
1015,each,O,9,1,training
1016,configured,O,9,1,training
1017,to,O,9,1,training
1018,emit,B-FUNCIONALIDADE,9,1,training
1019,light,I-FUNCIONALIDADE,9,1,training
1020,guided,I-FUNCIONALIDADE,9,1,training
1021,in,O,9,1,training
1022,a,O,9,1,training
1023,light,O,9,1,training
1024,guide,O,9,1,training
1025,plate,O,9,1,training
1026,to,O,9,1,training
1027,a,O,9,1,training
1028,user,B-PESSOA,9,1,training
1029,.,O,9,1,training
1030,Virtual,O,9,1,training
1031,images,O,9,1,training
1032,by,O,9,1,training
1033,the,O,9,1,training
1034,light,O,9,1,training
1035,are,O,9,1,training
1036,observed,O,9,1,training
1037,by,O,9,1,training
1038,the,O,9,1,training
1039,user,B-PESSOA,9,1,training
1040,at,O,9,1,training
1041,two,O,9,1,training
1042,or,O,9,1,training
1043,more,O,9,1,training
1044,different,O,9,1,training
1045,depths,O,9,1,training
1046,according,O,9,1,training
1047,to,O,9,1,training
1048,the,O,9,1,training
1049,plurality,O,9,1,training
1050,diffractive,O,9,1,training
1051,elements,O,9,1,training
1052,.,O,9,1,training
1053,A,O,10,1,training
1054,position,O,10,1,training
1055,capture,O,10,1,training
1056,method,O,10,1,training
1057,for,O,10,1,training
1058,capturing,B-FUNCIONALIDADE,10,1,training
1059,an,I-FUNCIONALIDADE,10,1,training
1060,own,I-FUNCIONALIDADE,10,1,training
1061,vehicle,I-FUNCIONALIDADE,10,1,training
1062,position,I-FUNCIONALIDADE,10,1,training
1063,by,O,10,1,training
1064,using,O,10,1,training
1065,a,O,10,1,training
1066,positioning,O,10,1,training
1067,part,O,10,1,training
1068,that,O,10,1,training
1069,measures,O,10,1,training
1070,a,O,10,1,training
1071,position,O,10,1,training
1072,of,O,10,1,training
1073,a,O,10,1,training
1074,vehicle,O,10,1,training
1075,(,O,10,1,training
1076,4,O,10,1,training
1077,),O,10,1,training
1078,and,O,10,1,training
1079,a,O,10,1,training
1080,plurality,O,10,1,training
1081,of,O,10,1,training
1082,magnetic,O,10,1,training
1083,markers,O,10,1,training
1084,(,O,10,1,training
1085,5,O,10,1,training
1086,),O,10,1,training
1087,laid,O,10,1,training
1088,on,O,10,1,training
1089,a,O,10,1,training
1090,traveling,O,10,1,training
1091,path,O,10,1,training
1092,of,O,10,1,training
1093,the,O,10,1,training
1094,vehicle,O,10,1,training
1095,(,O,10,1,training
1096,4,O,10,1,training
1097,),O,10,1,training
1098,with,O,10,1,training
1099,their,O,10,1,training
1100,laying,O,10,1,training
1101,positions,O,10,1,training
1102,specified,O,10,1,training
1103,includes,O,10,1,training
1104,:,O,10,1,training
1105,upon,O,10,1,training
1106,detection,O,10,1,training
1107,of,O,10,1,training
1108,any,O,10,1,training
1109,of,O,10,1,training
1110,the,O,10,1,training
1111,plurality,O,10,1,training
1112,of,O,10,1,training
1113,magnetic,O,10,1,training
1114,markers,O,10,1,training
1115,(,O,10,1,training
1116,5,O,10,1,training
1117,),O,10,1,training
1118,",",O,10,1,training
1119,selecting,O,10,1,training
1120,",",O,10,1,training
1121,from,O,10,1,training
1122,among,O,10,1,training
1123,the,O,10,1,training
1124,laying,O,10,1,training
1125,positions,O,10,1,training
1126,of,O,10,1,training
1127,the,O,10,1,training
1128,plurality,O,10,1,training
1129,of,O,10,1,training
1130,magnetic,O,10,1,training
1131,markers,O,10,1,training
1132,(,O,10,1,training
1133,5,O,10,1,training
1134,),O,10,1,training
1135,",",O,10,1,training
1136,the,O,10,1,training
1137,laying,O,10,1,training
1138,position,O,10,1,training
1139,located,O,10,1,training
1140,nearest,O,10,1,training
1141,to,O,10,1,training
1142,an,O,10,1,training
1143,actual,O,10,1,training
1144,measured,O,10,1,training
1145,position,O,10,1,training
1146,measured,O,10,1,training
1147,by,O,10,1,training
1148,the,O,10,1,training
1149,positioning,O,10,1,training
1150,part,O,10,1,training
1151,",",O,10,1,training
1152,and,O,10,1,training
1153,capturing,O,10,1,training
1154,",",O,10,1,training
1155,as,O,10,1,training
1156,the,O,10,1,training
1157,own,O,10,1,training
1158,vehicle,O,10,1,training
1159,position,O,10,1,training
1160,",",O,10,1,training
1161,a,O,10,1,training
1162,corrected,O,10,1,training
1163,position,O,10,1,training
1164,based,O,10,1,training
1165,on,O,10,1,training
1166,the,O,10,1,training
1167,laying,O,10,1,training
1168,position,O,10,1,training
1169,",",O,10,1,training
1170,thereby,O,10,1,training
1171,making,B-FUNCIONALIDADE,10,1,training
1172,high,I-FUNCIONALIDADE,10,1,training
1173,-,I-FUNCIONALIDADE,10,1,training
1174,accuracy,I-FUNCIONALIDADE,10,1,training
1175,position,I-FUNCIONALIDADE,10,1,training
1176,capture,I-FUNCIONALIDADE,10,1,training
1177,possible,I-FUNCIONALIDADE,10,1,training
1178,.,O,10,1,training
1179,A,O,11,1,training
1180,battery,B-HARDWARE,11,1,training
1181,management,I-HARDWARE,11,1,training
1182,system,I-HARDWARE,11,1,training
1183,(,O,11,1,training
1184,BMS,B-HARDWARE,11,1,training
1185,),O,11,1,training
1186,manages,B-FUNCIONALIDADE,11,1,training
1187,a,I-FUNCIONALIDADE,11,1,training
1188,battery,I-FUNCIONALIDADE,11,1,training
1189,using,O,11,1,training
1190,a,O,11,1,training
1191,master,B-HARDWARE,11,1,training
1192,device,I-HARDWARE,11,1,training
1193,",",O,11,1,training
1194,a,O,11,1,training
1195,sub,B-HARDWARE,11,1,training
1196,-,I-HARDWARE,11,1,training
1197,master,I-HARDWARE,11,1,training
1198,device,I-HARDWARE,11,1,training
1199,corresponding,O,11,1,training
1200,to,O,11,1,training
1201,each,O,11,1,training
1202,of,O,11,1,training
1203,battery,B-HARDWARE,11,1,training
1204,packs,I-HARDWARE,11,1,training
1205,",",O,11,1,training
1206,and,O,11,1,training
1207,a,O,11,1,training
1208,slave,B-HARDWARE,11,1,training
1209,device,I-HARDWARE,11,1,training
1210,corresponding,O,11,1,training
1211,to,O,11,1,training
1212,each,O,11,1,training
1213,of,O,11,1,training
1214,battery,B-HARDWARE,11,1,training
1215,cells,I-HARDWARE,11,1,training
1216,.,O,11,1,training
1217,Data,O,11,1,training
1218,is,O,11,1,training
1219,transmitted,O,11,1,training
1220,from,O,11,1,training
1221,the,O,11,1,training
1222,master,B-HARDWARE,11,1,training
1223,device,I-HARDWARE,11,1,training
1224,through,O,11,1,training
1225,the,O,11,1,training
1226,sub,B-HARDWARE,11,1,training
1227,-,I-HARDWARE,11,1,training
1228,master,I-HARDWARE,11,1,training
1229,device,I-HARDWARE,11,1,training
1230,to,O,11,1,training
1231,the,O,11,1,training
1232,slave,B-HARDWARE,11,1,training
1233,device,I-HARDWARE,11,1,training
1234,using,O,11,1,training
1235,an,O,11,1,training
1236,electrical,O,11,1,training
1237,signal,O,11,1,training
1238,",",O,11,1,training
1239,and,O,11,1,training
1240,the,O,11,1,training
1241,data,O,11,1,training
1242,includes,O,11,1,training
1243,a,O,11,1,training
1244,control,O,11,1,training
1245,message,O,11,1,training
1246,for,O,11,1,training
1247,controlling,B-FUNCIONALIDADE,11,1,training
1248,a,I-FUNCIONALIDADE,11,1,training
1249,battery,I-FUNCIONALIDADE,11,1,training
1250,cell,I-FUNCIONALIDADE,11,1,training
1251,.,O,11,1,training
1252,Data,O,11,1,training
1253,transmitted,O,11,1,training
1254,from,O,11,1,training
1255,the,O,11,1,training
1256,slave,B-HARDWARE,11,1,training
1257,device,I-HARDWARE,11,1,training
1258,through,O,11,1,training
1259,the,O,11,1,training
1260,sub,B-HARDWARE,11,1,training
1261,-,I-HARDWARE,11,1,training
1262,master,I-HARDWARE,11,1,training
1263,device,I-HARDWARE,11,1,training
1264,to,O,11,1,training
1265,the,O,11,1,training
1266,master,B-HARDWARE,11,1,training
1267,device,I-HARDWARE,11,1,training
1268,using,O,11,1,training
1269,an,O,11,1,training
1270,optical,O,11,1,training
1271,signal,O,11,1,training
1272,",",O,11,1,training
1273,and,O,11,1,training
1274,the,O,11,1,training
1275,data,O,11,1,training
1276,includes,O,11,1,training
1277,information,O,11,1,training
1278,associated,O,11,1,training
1279,with,O,11,1,training
1280,a,O,11,1,training
1281,battery,B-HARDWARE,11,1,training
1282,cell,I-HARDWARE,11,1,training
1283,acquired,O,11,1,training
1284,in,O,11,1,training
1285,the,O,11,1,training
1286,slave,B-HARDWARE,11,1,training
1287,device,I-HARDWARE,11,1,training
1288,.,O,11,1,training
1289,Examples,O,12,1,training
1290,described,O,12,1,training
1291,herein,O,12,1,training
1292,include,O,12,1,training
1293,mobility,B-HARDWARE,12,1,training
1294,devices,I-HARDWARE,12,1,training
1295,that,O,12,1,training
1296,may,O,12,1,training
1297,include,O,12,1,training
1298,a,O,12,1,training
1299,variety,O,12,1,training
1300,of,O,12,1,training
1301,enhanced,O,12,1,training
1302,features,O,12,1,training
1303,.,O,12,1,training
1304,For,O,12,1,training
1305,example,O,12,1,training
1306,",",O,12,1,training
1307,mobility,B-HARDWARE,12,1,training
1308,devices,I-HARDWARE,12,1,training
1309,are,O,12,1,training
1310,described,O,12,1,training
1311,which,O,12,1,training
1312,may,O,12,1,training
1313,more,O,12,1,training
1314,accurately,O,12,1,training
1315,assess,B-FUNCIONALIDADE,12,1,training
1316,a,I-FUNCIONALIDADE,12,1,training
1317,fall,I-FUNCIONALIDADE,12,1,training
1318,of,I-FUNCIONALIDADE,12,1,training
1319,a,I-FUNCIONALIDADE,12,1,training
1320,user,I-FUNCIONALIDADE,12,1,training
1321,by,O,12,1,training
1322,determining,O,12,1,training
1323,if,O,12,1,training
1324,a,O,12,1,training
1325,user,B-PESSOA,12,1,training
1326,is,O,12,1,training
1327,in,O,12,1,training
1328,proximity,O,12,1,training
1329,to,O,12,1,training
1330,a,O,12,1,training
1331,portion,O,12,1,training
1332,of,O,12,1,training
1333,the,O,12,1,training
1334,mobility,B-HARDWARE,12,1,training
1335,device,I-HARDWARE,12,1,training
1336,after,O,12,1,training
1337,a,O,12,1,training
1338,fall,O,12,1,training
1339,of,O,12,1,training
1340,the,O,12,1,training
1341,mobility,B-HARDWARE,12,1,training
1342,device,I-HARDWARE,12,1,training
1343,is,O,12,1,training
1344,detected,O,12,2,training
1345,.,O,12,2,training
1346,Examples,O,12,2,training
1347,of,O,12,2,training
1348,wall,O,12,2,training
1349,mounted,O,12,2,training
1350,chargers,O,12,2,training
1351,for,O,12,2,training
1352,mobility,B-HARDWARE,12,2,training
1353,devices,I-HARDWARE,12,2,training
1354,are,O,12,2,training
1355,also,O,12,2,training
1356,described,O,12,2,training
1357,.,O,12,2,training
1358,Moreover,O,12,2,training
1359,",",O,12,2,training
1360,examples,O,12,2,training
1361,of,O,12,2,training
1362,mechanisms,O,12,2,training
1363,for,O,12,2,training
1364,detaching,O,12,2,training
1365,and,O,12,2,training
1366,attaching,O,12,2,training
1367,tips,O,12,2,training
1368,to,O,12,2,training
1369,mobility,B-HARDWARE,12,2,training
1370,devices,I-HARDWARE,12,2,training
1371,(,O,12,2,training
1372,e,O,12,2,training
1373,.,O,12,2,training
1374,g,O,12,2,training
1375,.,O,12,2,training
1376,canes,O,12,2,training
1377,),O,12,2,training
1378,are,O,12,2,training
1379,described,O,12,2,training
1380,which,O,12,2,training
1381,may,O,12,2,training
1382,facilitate,O,12,2,training
1383,swapping,O,12,2,training
1384,of,O,12,2,training
1385,different,O,12,2,training
1386,tips,O,12,2,training
1387,for,O,12,2,training
1388,different,O,12,2,training
1389,situations,O,12,2,training
1390,.,O,12,2,training
1391,Provided,O,13,2,training
1392,are,O,13,2,training
1393,battery,B-HARDWARE,13,2,training
1394,management,I-HARDWARE,13,2,training
1395,apparatuses,I-HARDWARE,13,2,training
1396,and,O,13,2,training
1397,methods,O,13,2,training
1398,.,O,13,2,training
1399,The,O,13,2,training
1400,battery,B-HARDWARE,13,2,training
1401,management,I-HARDWARE,13,2,training
1402,apparatus,I-HARDWARE,13,2,training
1403,includes,O,13,2,training
1404,a,O,13,2,training
1405,converter,B-HARDWARE,13,2,training
1406,configured,O,13,2,training
1407,to,O,13,2,training
1408,acquire,O,13,2,training
1409,and,O,13,2,training
1410,convert,B-FUNCIONALIDADE,13,2,training
1411,information,I-FUNCIONALIDADE,13,2,training
1412,of,O,13,2,training
1413,a,O,13,2,training
1414,battery,B-HARDWARE,13,2,training
1415,cell,I-HARDWARE,13,2,training
1416,",",O,13,2,training
1417,an,O,13,2,training
1418,antenna,O,13,2,training
1419,configured,O,13,2,training
1420,to,O,13,2,training
1421,transmit,B-FUNCIONALIDADE,13,2,training
1422,the,I-FUNCIONALIDADE,13,2,training
1423,converted,I-FUNCIONALIDADE,13,2,training
1424,information,I-FUNCIONALIDADE,13,2,training
1425,to,O,13,2,training
1426,an,O,13,2,training
1427,adjacent,O,13,2,training
1428,battery,B-HARDWARE,13,2,training
1429,cell,I-HARDWARE,13,2,training
1430,and,O,13,2,training
1431,to,O,13,2,training
1432,receive,B-FUNCIONALIDADE,13,2,training
1433,converted,I-FUNCIONALIDADE,13,2,training
1434,information,I-FUNCIONALIDADE,13,2,training
1435,of,O,13,2,training
1436,the,O,13,2,training
1437,adjacent,O,13,2,training
1438,battery,B-HARDWARE,13,2,training
1439,cell,I-HARDWARE,13,2,training
1440,",",O,13,2,training
1441,in,O,13,2,training
1442,response,O,13,2,training
1443,to,O,13,2,training
1444,a,O,13,2,training
1445,command,O,13,2,training
1446,of,O,13,2,training
1447,a,O,13,2,training
1448,controller,B-HARDWARE,13,2,training
1449,",",O,13,2,training
1450,and,O,13,2,training
1451,a,O,13,2,training
1452,coil,B-HARDWARE,13,2,training
1453,configured,O,13,2,training
1454,to,O,13,2,training
1455,wirelessly,O,13,2,training
1456,charge,O,13,2,training
1457,or,O,13,2,training
1458,discharge,B-FUNCIONALIDADE,13,2,training
1459,the,I-FUNCIONALIDADE,13,2,training
1460,adjacent,I-FUNCIONALIDADE,13,2,training
1461,battery,I-FUNCIONALIDADE,13,2,training
1462,cell,I-FUNCIONALIDADE,13,2,training
1463,",",O,13,2,training
1464,in,O,13,2,training
1465,response,O,13,2,training
1466,to,O,13,2,training
1467,another,O,13,2,training
1468,command,O,13,2,training
1469,of,O,13,2,training
1470,the,O,13,2,training
1471,controller,B-HARDWARE,13,2,training
1472,",",O,13,2,training
1473,wherein,O,13,2,training
1474,the,O,13,2,training
1475,controller,B-HARDWARE,13,2,training
1476,is,O,13,2,training
1477,configured,O,13,2,training
1478,to,O,13,2,training
1479,control,B-FUNCIONALIDADE,13,2,training
1480,the,I-FUNCIONALIDADE,13,2,training
1481,wireless,I-FUNCIONALIDADE,13,2,training
1482,charging,I-FUNCIONALIDADE,13,2,training
1483,or,O,13,2,training
1484,the,O,13,2,training
1485,wireless,O,13,2,training
1486,discharging,O,13,2,training
1487,based,O,13,2,training
1488,on,O,13,2,training
1489,information,O,13,2,training
1490,of,O,13,2,training
1491,the,O,13,2,training
1492,adjacent,O,13,2,training
1493,battery,B-HARDWARE,13,2,training
1494,cell,I-HARDWARE,13,2,training
1495,.,O,13,2,training
1496,A,O,14,2,training
1497,transportation,B-SOFTWARE,14,2,training
1498,mobility,I-SOFTWARE,14,2,training
1499,system,I-SOFTWARE,14,2,training
1500,includes,O,14,2,training
1501,a,O,14,2,training
1502,data,B-HARDWARE,14,2,training
1503,storage,I-HARDWARE,14,2,training
1504,configured,O,14,2,training
1505,to,O,14,2,training
1506,maintain,B-FUNCIONALIDADE,14,2,training
1507,vehicle,I-FUNCIONALIDADE,14,2,training
1508,data,I-FUNCIONALIDADE,14,2,training
1509,indicating,I-FUNCIONALIDADE,14,2,training
1510,fuel,I-FUNCIONALIDADE,14,2,training
1511,consumption,I-FUNCIONALIDADE,14,2,training
1512,and,O,14,2,training
1513,count,O,14,2,training
1514,of,O,14,2,training
1515,passengers,B-PESSOA,14,2,training
1516,for,O,14,2,training
1517,vehicles,O,14,2,training
1518,of,O,14,2,training
1519,a,O,14,2,training
1520,transportation,O,14,2,training
