item,token,tag,sentence,start,end,document,partition,trainingTest
630,The,O,24,0,3,5,7,training
631,transmitting,O,24,4,16,5,7,training
632,apparatus,O,24,17,26,5,7,training
633,includes,O,24,27,35,5,7,training
634,a,O,24,36,37,5,7,training
635,transmitter,O,24,38,49,5,7,training
636,",",B-HARDWARE,24,49,50,5,7,training
637,and,I-HARDWARE,24,51,54,5,7,training
638,a,O,24,55,56,5,7,training
639,processor,B-COMUNICAÇÃO,24,57,66,5,7,training
640,configured,I-COMUNICAÇÃO,24,67,77,5,7,training
641,to,I-COMUNICAÇÃO,24,78,80,5,7,training
642,acquire,O,24,81,88,5,7,training
643,at,O,24,89,91,5,7,training
644,least,B-COMUNICAÇÃO,24,92,97,5,7,training
645,one,I-COMUNICAÇÃO,24,98,101,5,7,training
646,of,I-COMUNICAÇÃO,24,102,104,5,7,training
647,information,I-COMUNICAÇÃO,24,105,116,5,7,training
648,related,I-COMUNICAÇÃO,24,117,124,5,7,training
649,to,I-COMUNICAÇÃO,24,125,127,5,7,training
650,air,O,24,128,131,5,7,training
651,pollution,O,24,132,141,5,7,training
652,and,B-COMUNICAÇÃO,24,142,145,5,7,training
653,information,I-COMUNICAÇÃO,24,146,157,5,7,training
654,related,I-COMUNICAÇÃO,24,158,165,5,7,training
655,to,O,24,166,168,5,7,training
656,a,B-COMUNICAÇÃO,24,169,170,5,7,training
657,noise,O,24,171,176,5,7,training
658,through,O,24,177,184,5,7,training
659,a,O,24,185,186,5,7,training
660,sensor,O,24,187,193,5,7,training
661,included,O,24,194,202,5,7,training
662,in,O,24,203,205,5,7,training
663,the,O,24,206,209,5,7,training
664,transmitting,O,24,210,222,5,7,training
665,apparatus,O,24,223,232,5,7,training
666,or,O,24,233,235,5,7,training
667,an,O,24,236,238,5,7,training
668,external,O,24,239,247,5,7,training
669,sensor,O,24,248,254,5,7,training
670,",",O,24,254,255,5,7,training
671,and,O,24,256,259,5,7,training
672,to,O,24,260,262,5,7,training
673,control,O,24,263,270,5,7,training
674,the,O,24,271,274,5,7,training
675,transmitter,O,24,275,286,5,7,training
676,to,O,24,287,289,5,7,training
677,transmit,O,24,290,298,5,7,training
678,the,O,24,299,302,5,7,training
679,at,O,24,303,305,5,7,training
680,least,O,24,306,311,5,7,training
681,one,O,24,312,315,5,7,training
682,of,O,24,316,318,5,7,training
683,the,O,24,319,322,5,7,training
684,information,O,24,323,334,5,7,training
685,related,O,24,335,342,5,7,training
686,to,O,24,343,345,5,7,training
687,the,O,24,346,349,5,7,training
688,air,O,24,350,353,5,7,training
689,pollution,O,24,354,363,5,7,training
690,and,O,24,364,367,5,7,training
691,the,O,24,368,371,5,7,training
692,information,O,24,372,383,5,7,training
693,related,O,24,384,391,5,7,training
694,to,O,24,392,394,5,7,training
695,the,O,24,395,398,5,7,training
696,noise,O,24,399,404,5,7,training
697,.,O,24,404,405,5,7,training
698,1_75_A,O,26,0,6,6,7,training
699,method,O,26,7,13,6,7,training
700,for,O,26,14,17,6,7,training
701,using,O,26,18,23,6,7,training
702,knowledge,O,26,24,33,6,7,training
703,infusion,O,26,34,42,6,7,training
704,for,O,26,43,46,6,7,training
705,robust,O,26,47,53,6,7,training
706,and,O,26,54,57,6,7,training
707,transferable,O,26,58,70,6,7,training
708,machine,B-SOFTWARE,26,71,78,6,7,training
709,learning,I-SOFTWARE,26,79,87,6,7,training
710,models,I-SOFTWARE,26,88,94,6,7,training
711,includes,O,26,95,103,6,7,training
712,receiving,B-FUNCIONALIDADE,26,104,113,6,7,training
713,a,I-FUNCIONALIDADE,26,114,115,6,7,training
714,plurality,I-FUNCIONALIDADE,26,116,125,6,7,training
715,of,I-FUNCIONALIDADE,26,126,128,6,7,training
716,adaptive,I-FUNCIONALIDADE,26,129,137,6,7,training
717,and,I-FUNCIONALIDADE,26,138,141,6,7,training
718,programmable,I-FUNCIONALIDADE,26,142,154,6,7,training
719,knowledge,I-FUNCIONALIDADE,26,155,164,6,7,training
720,functions,I-FUNCIONALIDADE,26,165,174,6,7,training
721,comprising,O,26,175,185,6,7,training
722,a,O,26,186,187,6,7,training
723,plurality,O,26,188,197,6,7,training
724,of,O,26,198,200,6,7,training
725,strong,O,26,201,207,6,7,training
726,functions,O,26,208,217,6,7,training
727,and,O,26,218,221,6,7,training
728,a,O,26,222,223,6,7,training
729,plurality,O,26,224,233,6,7,training
730,of,O,26,234,236,6,7,training
731,weak,O,26,237,241,6,7,training
732,functions,O,26,242,251,6,7,training
733,.,O,26,251,252,6,7,training
734,A,O,27,0,1,6,7,training
735,knowledge,O,27,2,11,6,7,training
736,model,O,27,12,17,6,7,training
737,is,O,27,18,20,6,7,training
738,generated,O,27,21,30,6,7,training
739,based,O,27,31,36,6,7,training
740,on,O,27,37,39,6,7,training
741,the,O,27,40,43,6,7,training
742,plurality,O,27,44,53,6,7,training
743,of,O,27,54,56,6,7,training
744,strong,O,27,57,63,6,7,training
745,functions,O,27,64,73,6,7,training
746,and,B-SOFTWARE,27,74,77,6,7,training
747,the,I-SOFTWARE,27,78,81,6,7,training
748,plurality,I-SOFTWARE,27,82,91,6,7,training
749,of,I-SOFTWARE,27,92,94,6,7,training
750,weak,O,27,95,99,6,7,training
751,functions,O,27,100,109,6,7,training
752,.,B-FUNCIONALIDADE,27,109,110,6,7,training
753,A,O,28,0,1,6,7,training
754,machine,O,28,2,9,6,7,training
755,learning,O,28,10,18,6,7,training
756,model,O,28,19,24,6,7,training
757,is,O,28,25,27,6,7,training
758,trained,O,28,28,35,6,7,training
759,based,O,28,36,41,6,7,training
760,on,O,28,42,44,6,7,training
761,the,O,28,45,48,6,7,training
762,generated,O,28,49,58,6,7,training
763,knowledge,O,28,59,68,6,7,training
764,model,O,28,69,74,6,7,training
765,.,B-SOFTWARE,28,74,75,6,7,training
766,1_87_There,O,30,0,10,7,1,training
767,is,O,30,11,13,7,1,training
768,provided,O,30,14,22,7,1,training
769,an,O,30,23,25,7,1,training
770,optical,B-HARDWARE,30,26,33,7,1,training
771,remote,I-HARDWARE,30,34,40,7,1,training
772,sensing,I-HARDWARE,30,41,48,7,1,training
773,system,I-HARDWARE,30,49,55,7,1,training
774,including,O,30,56,65,7,1,training
775,:,O,30,65,66,7,1,training
776,an,O,30,67,69,7,1,training
777,emission,O,30,70,78,7,1,training
778,channel,O,30,79,86,7,1,training
779,mount,O,30,87,92,7,1,training
780,having,O,30,93,99,7,1,training
781,mounted,O,30,100,107,7,1,training
782,thereto,O,30,108,115,7,1,training
783,input,O,30,116,121,7,1,training
784,ends,O,30,122,126,7,1,training
785,of,O,30,127,129,7,1,training
786,an,O,30,130,132,7,1,training
787,array,O,30,133,138,7,1,training
788,of,O,30,139,141,7,1,training
789,emission,O,30,142,150,7,1,training
790,fiber,O,30,151,156,7,1,training
791,channels,O,30,157,165,7,1,training
792,;,O,30,165,166,7,1,training
793,a,O,30,167,168,7,1,training
794,beam,B-HARDWARE,30,169,173,7,1,training
795,steering,I-HARDWARE,30,174,182,7,1,training
796,device,I-HARDWARE,30,183,189,7,1,training
797,configured,O,30,190,200,7,1,training
798,to,O,30,201,203,7,1,training
799,scan,B-FUNCIONALIDADE,30,204,208,7,1,training
800,a,I-FUNCIONALIDADE,30,209,210,7,1,training
801,light,I-FUNCIONALIDADE,30,211,216,7,1,training
802,beam,I-FUNCIONALIDADE,30,217,221,7,1,training
803,from,O,30,222,226,7,1,training
804,a,O,30,227,228,7,1,training
805,light,O,30,229,234,7,1,training
806,source,O,30,235,241,7,1,training
807,across,O,30,242,248,7,1,training
808,the,O,30,249,252,7,1,training
809,input,O,30,253,258,7,1,training
810,ends,O,30,259,263,7,1,training
811,of,O,30,264,266,7,1,training
812,the,O,30,267,270,7,1,training
813,array,O,30,271,276,7,1,training
814,of,O,30,277,279,7,1,training
815,emission,O,30,280,288,7,1,training
816,fiber,O,30,289,294,7,1,training
817,channels,O,30,295,303,7,1,training
818,;,O,30,303,304,7,1,training
819,a,O,30,305,306,7,1,training
820,plurality,O,30,307,316,7,1,training
821,of,O,30,317,319,7,1,training
822,sensor,B-HARDWARE,30,320,326,7,1,training
823,portions,I-HARDWARE,30,327,335,7,1,training
824,",",O,30,335,336,7,1,training
825,each,O,30,337,341,7,1,training
826,sensor,B-HARDWARE,30,342,348,7,1,training
827,portion,I-HARDWARE,30,349,356,7,1,training
828,configured,O,30,357,367,7,1,training
829,to,O,30,368,370,7,1,training
830,be,O,30,371,373,7,1,training
831,exposed,O,30,374,381,7,1,training
832,to,O,30,382,384,7,1,training
833,a,O,30,385,386,7,1,training
834,corresponding,O,30,387,400,7,1,training
835,scene,O,30,401,406,7,1,training
836,and,O,30,407,410,7,1,training
837,having,O,30,411,417,7,1,training
838,connected,O,30,418,427,7,1,training
839,thereto,O,30,428,435,7,1,training
840,:,O,30,435,436,7,1,training
841,an,O,30,437,439,7,1,training
842,output,O,30,440,446,7,1,training
843,end,O,30,447,450,7,1,training
844,of,O,30,451,453,7,1,training
845,a,O,30,454,455,7,1,training
846,corresponding,O,30,456,469,7,1,training
847,emission,O,30,470,478,7,1,training
848,fiber,O,30,479,484,7,1,training
849,channel,O,30,485,492,7,1,training
850,of,O,30,493,495,7,1,training
851,the,O,30,496,499,7,1,training
852,array,O,30,500,505,7,1,training
853,of,O,30,506,508,7,1,training
854,emission,O,30,509,517,7,1,training
855,fiber,O,30,518,523,7,1,training
856,channels,O,30,524,532,7,1,training
857,;,O,30,532,533,7,1,training
858,and,O,30,534,537,7,1,training
859,an,O,30,538,540,7,1,training
860,input,O,30,541,546,7,1,training
861,end,O,30,547,550,7,1,training
862,of,O,30,551,553,7,1,training
863,a,O,30,554,555,7,1,training
864,corresponding,O,30,556,569,7,1,training
865,first,O,30,570,575,7,1,training
866,collection,O,30,576,586,7,1,training
867,fiber,O,30,587,592,7,1,training
868,channel,O,30,593,600,7,1,training
869,of,O,30,601,603,7,1,training
870,an,O,30,604,606,7,1,training
871,array,O,30,607,612,7,1,training
872,of,O,30,613,615,7,1,training
873,first,O,30,616,621,7,1,training
874,collection,O,30,622,632,7,1,training
875,fiber,O,30,633,638,7,1,training
876,channels,O,30,639,647,7,1,training
877,;,O,30,647,648,7,1,training
878,a,O,30,649,650,7,1,training
879,first,O,30,651,656,7,1,training
880,photodetector,B-HARDWARE,30,657,670,7,1,training
881,arranged,O,30,671,679,7,1,training
882,to,O,30,680,682,7,1,training
883,detect,B-FUNCIONALIDADE,30,683,689,7,1,training
884,the,I-FUNCIONALIDADE,30,690,693,7,1,training
885,backscattered,I-FUNCIONALIDADE,30,694,707,7,1,training
886,light,I-FUNCIONALIDADE,30,708,713,7,1,training
887,beams,I-FUNCIONALIDADE,30,714,719,7,1,training
888,that,O,30,720,724,7,1,training
889,propagated,O,30,725,735,7,1,training
890,through,O,30,736,743,7,1,training
891,the,O,30,744,747,7,1,training
892,array,O,30,748,753,7,1,training
893,of,O,30,754,756,7,1,training
894,first,O,30,757,762,7,1,training
895,collection,O,30,763,773,7,1,training
896,fiber,O,30,774,779,7,1,training
897,channels,O,30,780,788,7,1,training
898,for,O,30,789,792,7,1,training
899,sensing,O,30,793,800,7,1,training
900,a,O,30,801,802,7,1,training
901,property,O,30,803,811,7,1,training
902,with,O,30,812,816,7,1,training
903,respect,O,30,817,824,7,1,training
904,to,O,30,825,827,7,1,training
905,the,O,30,828,831,7,1,training
906,corresponding,O,30,832,845,7,1,training
907,scenes,O,30,846,852,7,1,training
908,associated,O,30,853,863,7,1,training
909,with,O,30,864,868,7,1,training
910,the,O,30,869,872,7,1,training
911,plurality,O,30,873,882,7,1,training
912,of,O,30,883,885,7,1,training
913,sensor,B-HARDWARE,30,886,892,7,1,training
914,portions,I-HARDWARE,30,893,901,7,1,training
915,;,O,30,901,902,7,1,training
916,and,O,30,903,906,7,1,training
917,a,O,30,907,908,7,1,training
918,fiber,O,30,909,914,7,1,training
919,channel,O,30,915,922,7,1,training
920,hub,O,30,923,926,7,1,training
921,configured,O,30,927,937,7,1,training
922,for,O,30,938,941,7,1,training
923,the,O,30,942,945,7,1,training
924,array,O,30,946,951,7,1,training
925,of,O,30,952,954,7,1,training
926,emission,O,30,955,963,7,1,training
927,fiber,O,30,964,969,7,1,training
928,channels,O,30,970,978,7,1,training
929,and,O,30,979,982,7,1,training
930,the,O,30,983,986,7,1,training
931,array,O,30,987,992,7,1,training
932,of,O,30,993,995,7,1,training
933,first,O,30,996,1001,7,1,training
934,collection,O,30,1002,1012,7,1,training
935,fiber,O,30,1013,1018,7,1,training
936,channels,O,30,1019,1027,7,1,training
937,to,O,30,1028,1030,7,1,training
938,pass,O,30,1031,1035,7,1,training
939,through,O,30,1036,1043,7,1,training
940,.,O,30,1043,1044,7,1,training
941,There,O,31,0,5,7,1,training
942,are,O,31,6,9,7,1,training
943,also,O,31,10,14,7,1,training
944,provided,O,31,15,23,7,1,training
945,corresponding,O,31,24,37,7,1,training
946,methods,B-HARDWARE,31,38,45,7,1,training
947,of,I-HARDWARE,31,46,48,7,1,training
948,optical,O,31,49,56,7,1,training
949,remote,O,31,57,63,7,1,training
950,sensing,O,31,64,71,7,1,training
951,and,O,31,72,75,7,1,training
952,a,O,31,76,77,7,1,training
953,corresponding,O,31,78,91,7,1,training
954,method,O,31,92,98,7,1,training
955,of,O,31,99,101,7,1,training
956,forming,O,31,102,109,7,1,training
957,the,O,31,110,113,7,1,training
958,optical,O,31,114,121,7,1,training
959,remote,O,31,122,128,7,1,training
960,sensing,O,31,129,136,7,1,training
961,system,O,31,137,143,7,1,training
962,.,O,31,143,144,7,1,training
963,1_82_A,O,33,0,6,8,3,training
964,method,O,33,7,13,8,3,training
965,and,O,33,14,17,8,3,training
966,apparatus,O,33,18,27,8,3,training
967,for,O,33,28,31,8,3,training
968,providing,B-FUNCIONALIDADE,33,32,41,8,3,training
969,multi,I-FUNCIONALIDADE,33,42,47,8,3,training
970,-,I-FUNCIONALIDADE,33,47,48,8,3,training
971,modal,I-FUNCIONALIDADE,33,48,53,8,3,training
972,service,I-FUNCIONALIDADE,33,54,61,8,3,training
973,using,O,33,62,67,8,3,training
974,a,O,33,68,69,8,3,training
975,personal,O,33,70,78,8,3,training
976,mobility,O,33,79,87,8,3,training
977,vehicle,O,33,88,95,8,3,training
978,are,O,33,96,99,8,3,training
979,disclosed,O,33,100,109,8,3,training
980,.,O,33,109,110,8,3,training
981,The,O,34,0,3,8,3,training
982,method,O,34,4,10,8,3,training
983,of,O,34,11,13,8,3,training
984,operating,O,34,14,23,8,3,training
985,an,O,34,24,26,8,3,training
986,apparatus,O,34,27,36,8,3,training
987,for,B-FUNCIONALIDADE,34,37,40,8,3,training
988,providing,I-FUNCIONALIDADE,34,41,50,8,3,training
989,a,I-FUNCIONALIDADE,34,51,52,8,3,training
990,multi,I-FUNCIONALIDADE,34,53,58,8,3,training
991,-,I-FUNCIONALIDADE,34,58,59,8,3,training
992,modal,O,34,59,64,8,3,training
993,service,O,34,65,72,8,3,training
994,using,O,34,73,78,8,3,training
995,a,O,34,79,80,8,3,training
996,personal,O,34,81,89,8,3,training
997,mobility,O,34,90,98,8,3,training
998,vehicle,O,34,99,106,8,3,training
999,includes,O,34,107,115,8,3,training
1000,:,O,34,115,116,8,3,training
1001,receiving,O,34,117,126,8,3,training
1002,a,O,34,127,128,8,3,training
1003,departure,O,34,129,138,8,3,training
1004,point,O,34,139,144,8,3,training
1005,and,O,34,145,148,8,3,training
1006,a,O,34,149,150,8,3,training
1007,destination,O,34,151,162,8,3,training
1008,from,B-FUNCIONALIDADE,34,163,167,8,3,training
1009,a,I-FUNCIONALIDADE,34,168,169,8,3,training
1010,user,I-FUNCIONALIDADE,34,170,174,8,3,training
1011,terminal,I-FUNCIONALIDADE,34,175,183,8,3,training
1012,;,O,34,183,184,8,3,training
1013,searching,O,34,185,194,8,3,training
1014,for,O,34,195,198,8,3,training
1015,positions,O,34,199,208,8,3,training
1016,of,O,34,209,211,8,3,training
1017,available,O,34,212,221,8,3,training
1018,PM,O,34,222,224,8,3,training
1019,vehicles,O,34,225,233,8,3,training
1020,between,B-FUNCIONALIDADE,34,234,241,8,3,training
1021,the,I-FUNCIONALIDADE,34,242,245,8,3,training
1022,departure,O,34,246,255,8,3,training
1023,point,O,34,256,261,8,3,training
1024,and,O,34,262,265,8,3,training
1025,the,O,34,266,269,8,3,training
1026,destination,O,34,270,281,8,3,training
1027,;,B-HARDWARE,34,281,282,8,3,training
1028,generating,I-HARDWARE,34,283,293,8,3,training
1029,a,O,34,294,295,8,3,training
1030,route,B-FUNCIONALIDADE,34,296,301,8,3,training
1031,between,I-FUNCIONALIDADE,34,302,309,8,3,training
1032,the,I-FUNCIONALIDADE,34,310,313,8,3,training
1033,departure,O,34,314,323,8,3,training
1034,point,O,34,324,329,8,3,training
1035,and,O,34,330,333,8,3,training
1036,the,O,34,334,337,8,3,training
1037,destination,O,34,338,349,8,3,training
1038,based,O,34,350,355,8,3,training
1039,on,O,34,356,358,8,3,training
1040,the,O,34,359,362,8,3,training
1041,positions,O,34,363,372,8,3,training
1042,of,O,34,373,375,8,3,training
1043,the,O,34,376,379,8,3,training
1044,PM,O,34,380,382,8,3,training
1045,vehicles,O,34,383,391,8,3,training
1046,;,O,34,391,392,8,3,training
1047,and,O,34,393,396,8,3,training
1048,providing,B-FUNCIONALIDADE,34,397,406,8,3,training
1049,the,I-FUNCIONALIDADE,34,407,410,8,3,training
1050,route,O,34,411,416,8,3,training
1051,and,O,34,417,420,8,3,training
1052,the,O,34,421,424,8,3,training
1053,positions,O,34,425,434,8,3,training
1054,of,O,34,435,437,8,3,training
1055,the,O,34,438,441,8,3,training
1056,PM,O,34,442,444,8,3,training
1057,vehicles,O,34,445,453,8,3,training
1058,to,O,34,454,456,8,3,training
1059,the,O,34,457,460,8,3,training
1060,user,O,34,461,465,8,3,training
1061,terminal,O,34,466,474,8,3,training
1062,.,O,34,474,475,8,3,training
1063,1_121_The,O,36,0,9,9,4,training
1064,present,O,36,10,17,9,4,training
1065,disclosure,O,36,18,28,9,4,training
1066,discloses,O,36,29,38,9,4,training
1067,a,O,36,39,40,9,4,training
1068,method,O,36,41,47,9,4,training
1069,for,O,36,48,51,9,4,training
1070,displaying,B-FUNCIONALIDADE,36,52,62,9,4,training
1071,a,I-FUNCIONALIDADE,36,63,64,9,4,training
1072,motion,I-FUNCIONALIDADE,36,65,71,9,4,training
1073,monitoring,I-FUNCIONALIDADE,36,72,82,9,4,training
1074,interface,I-FUNCIONALIDADE,36,83,92,9,4,training
1075,.,O,36,92,93,9,4,training
1076,The,O,37,0,3,9,4,training
1077,method,O,37,4,10,9,4,training
1078,includes,O,37,11,19,9,4,training
1079,:,O,37,19,20,9,4,training
1080,obtaining,O,37,21,30,9,4,training
1081,a,O,37,31,32,9,4,training
1082,movement,O,37,33,41,9,4,training
1083,signal,O,37,42,48,9,4,training
1084,during,O,37,49,55,9,4,training
1085,a,B-FUNCIONALIDADE,37,56,57,9,4,training
1086,motion,I-FUNCIONALIDADE,37,58,64,9,4,training
1087,of,I-FUNCIONALIDADE,37,65,67,9,4,training
1088,a,I-FUNCIONALIDADE,37,68,69,9,4,training
1089,user,I-FUNCIONALIDADE,37,70,74,9,4,training
1090,from,I-FUNCIONALIDADE,37,75,79,9,4,training
1091,at,I-FUNCIONALIDADE,37,80,82,9,4,training
1092,least,I-FUNCIONALIDADE,37,83,88,9,4,training
1093,one,I-FUNCIONALIDADE,37,89,92,9,4,training
1094,sensor,O,37,93,99,9,4,training
1095,",",O,37,99,100,9,4,training
1096,wherein,O,37,101,108,9,4,training
1097,the,O,37,109,112,9,4,training
1098,movement,O,37,113,121,9,4,training
1099,signal,B-FUNCIONALIDADE,37,122,128,9,4,training
1100,at,I-FUNCIONALIDADE,37,129,131,9,4,training
1101,least,I-FUNCIONALIDADE,37,132,137,9,4,training
1102,includes,O,37,138,146,9,4,training
1103,an,O,37,147,149,9,4,training
1104,electromyographic,O,37,150,167,9,4,training
1105,signal,O,37,168,174,9,4,training
1106,or,O,37,175,177,9,4,training
1107,an,O,37,178,180,9,4,training
1108,attitude,O,37,181,189,9,4,training
1109,signal,O,37,190,196,9,4,training
1110,;,O,37,196,197,9,4,training
1111,determining,O,37,198,209,9,4,training
1112,information,O,37,210,221,9,4,training
1113,related,O,37,222,229,9,4,training
1114,to,O,37,230,232,9,4,training
1115,the,O,37,233,236,9,4,training
1116,motion,O,37,237,243,9,4,training
1117,of,O,37,244,246,9,4,training
1118,the,O,37,247,250,9,4,training
1119,user,O,37,251,255,9,4,training
1120,by,O,37,256,258,9,4,training
1121,processing,O,37,259,269,9,4,training
1122,the,O,37,270,273,9,4,training
1123,movement,O,37,274,282,9,4,training
1124,signal,O,37,283,289,9,4,training
1125,;,O,37,289,290,9,4,training
1126,and,O,37,291,294,9,4,training
1127,displaying,B-FUNCIONALIDADE,37,295,305,9,4,training
1128,the,I-FUNCIONALIDADE,37,306,309,9,4,training
1129,information,O,37,310,321,9,4,training
1130,related,O,37,322,329,9,4,training
1131,to,O,37,330,332,9,4,training
1132,the,O,37,333,336,9,4,training
1133,motion,O,37,337,343,9,4,training
1134,of,O,37,344,346,9,4,training
1135,the,O,37,347,350,9,4,training
1136,user,O,37,351,355,9,4,training
1137,.,B-FUNCIONALIDADE,37,355,356,9,4,training
1138,1_46_Apparatus,O,39,0,14,10,8,test
1139,and,O,39,15,18,10,8,test
1140,systems,O,39,19,26,10,8,test
1141,using,O,39,27,32,10,8,test
1142,merchandise,B-HARDWARE,39,33,44,10,8,test
1143,activity,I-HARDWARE,39,45,53,10,8,test
1144,sensors,I-HARDWARE,39,54,61,10,8,test
1145,for,O,39,62,65,10,8,test
1146,increasing,B-FUNCIONALIDADE,39,66,76,10,8,test
1147,the,I-FUNCIONALIDADE,39,77,80,10,8,test
1148,awareness,I-FUNCIONALIDADE,39,81,90,10,8,test
1149,of,I-FUNCIONALIDADE,39,91,93,10,8,test
1150,interactivity,I-FUNCIONALIDADE,39,94,107,10,8,test
1151,with,O,39,108,112,10,8,test
1152,merchandise,O,39,113,124,10,8,test
1153,on,O,39,125,127,10,8,test
1154,retail,O,39,128,134,10,8,test
